"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"3/21/2012","Target","Withdrawal POS #000000005344 STRWithdrawal POS #000000005344 STR TARGET T0303 OCEAN Oceanside CA","39.85","debit","Home Supplies","ECHECKING 7688","",""
"3/21/2012","Ace Hardware","Withdrawal Debit Card ACE HARDWAWithdrawal Debit Card ACE HARDWARE OCEANSIDE OCEANSIDE CA Date 03/20/12 0      2080971698     0 5251","59.75","debit","Home Improvement","ECHECKING 7688","",""
"3/21/2012","Withdrawal Malys Oceawithdrawal","Withdrawal Debit Card MALYS OCEAWithdrawal Debit Card MALYS OCEANSID00101238 OCEANSIDE CA Date 03/20/12 0      2080964427     0 5999","30.75","debit","Personal Care","ECHECKING 7688","",""
"3/21/2012","Check 864066978","Draft 00086406697838","2000.00","debit","Check","ECHECKING 7688","",""
"3/21/2012","McDonald's","Withdrawal Debit Card MCDONALD'SWithdrawal Debit Card MCDONALD'S F4108 DELMAR CA Date 03/19/12 0      2079569775     1 5814","8.07","debit","Fast Food","ECHECKING 7688","",""
"3/20/2012","Wal-Mart","Withdrawal POS #000057882633 STRWithdrawal POS #000057882633 STR Wal-Mart Super Center 2494 WAL-SAMS OCEANSIDE CA","108.15","debit","Home Supplies","ECHECKING 7688","",""
"3/20/2012","Einstein Bros","Withdrawal Debit Card EINSTEIN BWithdrawal Debit Card EINSTEIN BROS BAGELS30 OCEANSIDE CA Date 03/18/12 0      2078028666     1 5812","15.09","debit","Coffee Shops","ECHECKING 7688","",""
"3/20/2012","Withdrawal Los Tacoswithdrawal","Withdrawal Debit Card LOS TACOSWithdrawal Debit Card LOS TACOS OS OCEANSIDE CA Date 03/18/12 0      2078020726     1 5812","7.00","debit","Restaurants","ECHECKING 7688","",""
"3/20/2012","Jo-Ann Stores","Withdrawal POS #000017354280 STRWithdrawal POS #000017354280 STR JOANN STORES, INC. 2227 S EL CAMINO R OCEANSIDE CA","38.11","debit","Hobbies","ECHECKING 7688","",""
"3/19/2012","Panera Bread","Withdrawal Debit Card PANERA BREWithdrawal Debit Card PANERA BREAD #4278 VISTA CA Date 03/16/12 0      2076930683     4 5814","21.29","debit","Fast Food","ECHECKING 7688","",""
"3/19/2012","Withdrawal Cl Oceawithdrawal","Withdrawal Debit Card CL5246OCEAWithdrawal Debit Card CL5246OCEANSID10080810 OCEANSIDE CA Date 03/17/12 0      2077904776     4 5542","70.59","debit","Uncategorized","ECHECKING 7688","",""
"3/19/2012","Transfer from SAVINGS","Deposit Home Banking Transfer FrDeposit Home Banking Transfer From Share 01","2000.00","credit","Transfer","ECHECKING 7688","",""
"3/19/2012","Withdrawal Squarespacwithdrawal Squarespace","Withdrawal Debit Card SQUARESPACWithdrawal Debit Card SQUARESPACE INC NEW YORK NY Date 03/17/12 0      2077707198     1 7372","13.33","debit","Financial","ECHECKING 7688","",""
"3/19/2012","Menchie's Frozen Yogurt","Withdrawal Debit Card MENCHIE SWithdrawal Debit Card MENCHIE S FROZEN YOGUR CARLSBAD CA Date 03/16/12 0      2076709117     1 5814","7.34","debit","Food & Dining","ECHECKING 7688","",""
"3/19/2012","Trader Joe's","Withdrawal Debit Card TRADER JOEWithdrawal Debit Card TRADER JOE'S #022 QPS OCEANSIDE CA Date 03/17/12 0      2077932797     4 5411","5.98","debit","Groceries","ECHECKING 7688","",""
"3/19/2012","iTunes","Withdrawal Debit Card APL*APPLEWithdrawal Debit Card APL*APPLE ITUNES STORE 866-712-7753 CA Date 03/18/12 0      2078916225     4 5735","4.99","debit","Music","ECHECKING 7688","",""
"3/19/2012","Trader Joe's","Withdrawal Debit Card TRADER JOEWithdrawal Debit Card TRADER JOE'S #022 QPS OCEANSIDE CA Date 03/17/12 0      2077932798     4 5411","12.37","debit","Groceries","ECHECKING 7688","",""
"3/19/2012","McDonald's","Withdrawal Debit Card MCDONALDSWithdrawal Debit Card MCDONALDS F10996 SAN DIEGO CA Date 03/16/12 0      2076930624     4 5814","6.97","debit","Fast Food","ECHECKING 7688","",""
"3/18/2012","Withdrawal Armstrg Mcwithdrawal","Withdrawal Debit Card ARMSTRG MCWithdrawal Debit Card ARMSTRG MCCALL 6890 VISTA CA Date 03/15/12 0      2075205273     1 5977","26.17","debit","Personal Care","ECHECKING 7688","",""
"3/18/2012","Carl's Jr","Withdrawal Debit Card CARL'S JRWithdrawal Debit Card CARL'S JR #7435 Q18 OCEANSIDE CA Date 03/16/12 0      2076168082     1 5814","16.67","debit","Fast Food","ECHECKING 7688","",""
"3/16/2012","TJ Maxx","Withdrawal POS #000000145030 STRWithdrawal POS #000000145030 STR TJ MAXX OCEANSIDE CA","53.86","debit","Clothing","ECHECKING 7688","",""
"3/16/2012","Starbucks","Withdrawal Debit Card STARBUCKSWithdrawal Debit Card STARBUCKS CORP00054320 OCEANSIDE CA Date 03/14/12 0      2074139630     1 5814","2.75","debit","Coffee Shops","ECHECKING 7688","",""
"3/16/2012","Withdrawal Brooklyn Bwithdrawal","Withdrawal Debit Card BROOKLYN BWithdrawal Debit Card BROOKLYN BOYZ PIZZA OCEANSIDE CA Date 03/14/12 0      2074641585     1 5812","9.70","debit","Restaurants","ECHECKING 7688","",""
"3/16/2012","Jimbo's Naturally","Withdrawal Debit Card JIMBO'S NAWithdrawal Debit Card JIMBO'S NATURALLY - SAN DIEGO CA Date 03/14/12 0      2074641906     1 5411","4.15","debit","Food & Dining","ECHECKING 7688","",""
"3/15/2012","Deposit Vmix Media","Deposit VMIX MEDIA INC TYPE: PAYDeposit VMIX MEDIA INC TYPE: PAYROLL  ID: 9006906566 CO: VMIX MEDIA INC","5159.93","credit","Paycheck","ECHECKING 7688","",""
"3/15/2012","TJ Maxx","Withdrawal POS #000000104110 STRWithdrawal POS #000000104110 STR TJ MAXX OCEANSIDE CA","6.45","debit","Clothing","ECHECKING 7688","",""
"3/15/2012","Stater Brothers","Withdrawal POS #000000001927 STRWithdrawal POS #000000001927 STR STATERBROS151 2170 VISTA WAY OCEANSIDE CA","119.16","debit","Groceries","ECHECKING 7688","",""
"3/15/2012","Withdrawal Los Tacoswithdrawal","Withdrawal Debit Card LOS TACOSWithdrawal Debit Card LOS TACOS OS OCEANSIDE CA Date 03/14/12 0      2074002770     1 5812","21.82","debit","Restaurants","ECHECKING 7688","",""
"3/15/2012","Goodwill Industries","Withdrawal Debit Card GOODWILL IWithdrawal Debit Card GOODWILL INDUSTRIES 02 OCEANSIDE CA Date 03/13/12 0      2073572589     1 5931","23.98","debit","Shopping","ECHECKING 7688","",""
"3/14/2012","Trader Joe's","Withdrawal Debit Card TRADER JOEWithdrawal Debit Card TRADER JOE'S #022 QPS OCEANSIDE CA Date 03/13/12 0      2073974421     0 5411","17.66","debit","Groceries","ECHECKING 7688","",""
"3/14/2012","Goodwill Industries","Withdrawal Debit Card GOODWILL IWithdrawal Debit Card GOODWILL INDUSTRIES #2 VISTA CA Date 03/13/12 0      2073518574     1 5931","7.98","debit","Shopping","ECHECKING 7688","",""
"3/14/2012","Check 863051217","Draft 00086305121746","1920.00","debit","Mortgage & Rent","ECHECKING 7688","",""
"3/14/2012","Home Goods","Withdrawal POS #000000210253 STRWithdrawal POS #000000210253 STR HOMEGOODS HOME GOODS ENCINITAS CA","19.37","debit","Home Supplies","ECHECKING 7688","",""
"3/13/2012","Starbucks","Withdrawal Debit Card STARBUCKSWithdrawal Debit Card STARBUCKS CORP00093492 OCEANSIDE CA Date 03/11/12 0      2071042977     1 5814","3.95","debit","Coffee Shops","ECHECKING 7688","",""
"3/13/2012","McDonald's","Withdrawal Debit Card MCDONALD'SWithdrawal Debit Card MCDONALD'S F19746 OCEANSIDE CA Date 03/12/12 0      2072978572     0 5814","1.08","debit","Fast Food","ECHECKING 7688","",""
"3/13/2012","Target","Withdrawal POS #000000008823 STRWithdrawal POS #000000008823 STR TARGET T1040 VISTA Vista CA","72.22","debit","Home Supplies","ECHECKING 7688","",""
"3/13/2012","Target","Withdrawal POS #000000006343 STRWithdrawal POS #000000006343 STR TARGET T1040 VISTA Vista CA","4.25","debit","Home Supplies","ECHECKING 7688","",""
"3/12/2012","Stater Brothers","Withdrawal POS #000000006128 STRWithdrawal POS #000000006128 STR STATERBROS151 2170 VISTA WAY OCEANSIDE CA","92.01","debit","Groceries","ECHECKING 7688","",""
"3/12/2012","McDonald's","Withdrawal Debit Card MCDONALDSWithdrawal Debit Card MCDONALDS F10996 SAN DIEGO CA Date 03/09/12 0      2069650342     4 5814","7.21","debit","Fast Food","ECHECKING 7688","",""
"3/12/2012","Chick-Fil-A","Withdrawal Debit Card CHICK-FIL-Withdrawal Debit Card CHICK-FIL-A #01507 OCEANSIDE CA Date 03/10/12 0      2070746592     1 5814","41.85","debit","Fast Food","ECHECKING 7688","",""
"3/12/2012","Chevron","Withdrawal Debit Card CHEVRON 02Withdrawal Debit Card CHEVRON 0206259 DEL MAR CA Date 03/09/12 0      2069633013     4 5542","47.76","debit","Gas & Fuel","ECHECKING 7688","",""
"3/12/2012","Nissan","Withdrawal Debit Card MOSSY NISSWithdrawal Debit Card MOSSY NISSAN OCEANSIDE CA Date 03/10/12 0      2070647478     4 5511","150.00","debit","Auto Payment","ECHECKING 7688","",""
"3/12/2012","Del Taco","Withdrawal Debit Card DEL TACO 0Withdrawal Debit Card DEL TACO 0840 OCEANSIDE CA Date 03/10/12 0      2070656998     4 5814","7.41","debit","Fast Food","ECHECKING 7688","",""
"3/12/2012","Withdrawal Strwithdrawal Str","Withdrawal POS #000000094920 STRWithdrawal POS #000000094920 STR ROWLEY PETROLE ROWLEY PETR2191 VI OCEANSIDE CA","7.05","debit","Uncategorized","ECHECKING 7688","",""
"3/11/2012","Trader Joe's","Withdrawal Debit Card TRADER JOEWithdrawal Debit Card TRADER JOE'S #022 QPS OCEANSIDE CA Date 03/09/12 0      2069191599     1 5411","27.48","debit","Groceries","ECHECKING 7688","",""
"3/11/2012","Chipotle","Withdrawal Debit Card CHIPOTLE 0Withdrawal Debit Card CHIPOTLE 0479 OCEANSIDE CA Date 03/09/12 0      2069195890     1 5814","23.87","debit","Fast Food","ECHECKING 7688","",""
"3/09/2012","Target","Withdrawal POS #000000001462 STRWithdrawal POS #000000001462 STR TARGET T0303 OCEAN Oceanside CA","2.50","debit","Home Supplies","ECHECKING 7688","",""
"3/09/2012","Target","Withdrawal POS #000000006026 STRWithdrawal POS #000000006026 STR TARGET T0303 OCEAN Oceanside CA","26.34","debit","Home Supplies","ECHECKING 7688","",""
"3/09/2012","Chili's","Withdrawal Debit Card CHILI'S GRWithdrawal Debit Card CHILI'S GRI86000008607 OCEANSIDE CA Date 03/07/12 0      2067216995     1 5812","53.49","debit","Restaurants","ECHECKING 7688","",""
"3/09/2012","Withdrawal Los Tacoswithdrawal","Withdrawal Debit Card LOS TACOSWithdrawal Debit Card LOS TACOS OS OCEANSIDE CA Date 03/08/12 0      2068057536     1 5812","28.82","debit","Restaurants","ECHECKING 7688","",""
"3/08/2012","Geico","Withdrawal GEICO TYPE: PREM COLLWithdrawal GEICO TYPE: PREM COLL  ID: 3530075853  CO: GEICO","43.25","debit","Auto Insurance","ECHECKING 7688","",""
"3/08/2012","Santanas Mexican Food","Withdrawal Debit Card SANTANAS MWithdrawal Debit Card SANTANAS MEXICAN FOOD- YUCCA VALLEY CA Date 03/04/12 0      2064646996     1 5814","5.55","debit","Restaurants","ECHECKING 7688","",""
"3/08/2012","Santanas Mexican Food","Withdrawal Debit Card SANTANAS MWithdrawal Debit Card SANTANAS MEXICAN FOOD- YUCCA VALLEY CA Date 03/03/12 0      2063646997     1 5814","15.94","debit","Restaurants","ECHECKING 7688","",""
"3/08/2012","Chevron","Withdrawal Debit Card CHEVRON 02Withdrawal Debit Card CHEVRON 0205615 OCEANSIDE CA Date 03/07/12 0      2067048693     1 5542","69.00","debit","Gas & Fuel","ECHECKING 7688","",""
"3/08/2012","iTunes","Withdrawal Debit Card APL*APPLEWithdrawal Debit Card APL*APPLE ITUNES STORE 866-712-7753 CA Date 03/07/12 0      2067050040     1 5735","11.98","debit","Music","ECHECKING 7688","",""
"3/07/2012","Wal-Mart","Withdrawal POS #000001242500 STRWithdrawal POS #000001242500 STR Wal-Mart Super Center 2494 WAL-SAMS OCEANSIDE CA","84.77","debit","Home Supplies","ECHECKING 7688","",""
"3/07/2012","Jack in the Box","Withdrawal Debit Card JACK IN THWithdrawal Debit Card JACK IN THE BOX 98 QPS OCEANSIDE CA Date 03/06/12 0      2066007331     1 5814","5.81","debit","Fast Food","ECHECKING 7688","",""
"3/07/2012","Macy's","Withdrawal POS #000000515910 MACWithdrawal POS #000000515910 MACY'S 54 2559 EL CAMINO RL CARLSBAD CA","17.24","debit","Clothing","ECHECKING 7688","",""
"3/06/2012","McDonald's","Withdrawal Debit Card MCDONALD'SWithdrawal Debit Card MCDONALD'S F19746 OCEANSIDE CA Date 03/05/12 0      2065986733     0 5814","6.02","debit","Fast Food","ECHECKING 7688","",""
"3/05/2012","Withdrawal Experian Withdrawal","Withdrawal Debit Card EXPERIAN *Withdrawal Debit Card EXPERIAN *CREDITREP 800-3888725 CA Date 03/04/12 0      2064373612     1 5968","29.95","debit","Uncategorized","ECHECKING 7688","",""
"3/05/2012","Withdrawal Rosa Cafwithdrawal","Withdrawal Debit Card ROSA'S CAFWithdrawal Debit Card ROSA'S CAFE & TORTILLA TEMECULA CA Date 03/04/12 0      2064111148     1 5812","23.63","debit","Restaurants","ECHECKING 7688","",""
"3/05/2012","Costco","Withdrawal POS #000000987116 STRWithdrawal POS #000000987116 STR COSTCO WHSE #0124 1755 HACIENDA DRIV VISTA CA","197.18","debit","Groceries","ECHECKING 7688","",""
"3/05/2012","Amazon","Withdrawal Debit Card AMAZON WEBWithdrawal Debit Card AMAZON WEB SERVICES AWS.AMAZON.C WA Date 03/04/12 0      2064861268     4 7399","3.85","debit","Shopping","ECHECKING 7688","",""
"3/05/2012","Best Western","Withdrawal Debit Card BEST WESTEWithdrawal Debit Card BEST WESTERN YUCCA HOT 760-365-3700 CA Date 03/04/12 0      2064113121     1 7011","118.22","debit","Hotel","ECHECKING 7688","",""
"3/05/2012","AT&T","Withdrawal AT&T TYPE: PAYMENT  IWithdrawal AT&T TYPE: PAYMENT  ID: 9991300000  CO: AT&T","160.00","debit","Home Phone","ECHECKING 7688","",""
"3/05/2012","Withdrawal Discover Type","Withdrawal DISCOVER TYPE: E-PAYMWithdrawal DISCOVER TYPE: E-PAYMENT  ID: 2510020270 CO: DISCOVER","1030.85","debit","Credit Card Payment","ECHECKING 7688","",""
"3/04/2012","Starbucks","Withdrawal Debit Card STARBUCKSWithdrawal Debit Card STARBUCKS CORP00093492 OCEANSIDE CA Date 03/02/12 0      2062728232     1 5814","5.00","debit","Coffee Shops","ECHECKING 7688","",""
"3/04/2012","Jiffy Lube","Withdrawal Debit Card JIFFY LUBEWithdrawal Debit Card JIFFY LUBE #1278 OCEANSIDE CA Date 03/02/12 0      2062733081     1 7538","56.24","debit","Service & Parts","ECHECKING 7688","",""
"3/04/2012","Stater Brothers","Withdrawal POS #000000000748 STRWithdrawal POS #000000000748 STR STATERBROS151 2170 VISTA WAY OCEANSIDE CA","120.93","debit","Groceries","ECHECKING 7688","",""
"3/04/2012","Trader Joe's","Withdrawal Debit Card TRADER JOEWithdrawal Debit Card TRADER JOE'S #022 QPS OCEANSIDE CA Date 03/02/12 0      2062084599     1 5411","3.49","debit","Groceries","ECHECKING 7688","",""
"3/02/2012","Withdrawal Billmatrix Type","Withdrawal BILLMATRIX TYPE: BILLWithdrawal BILLMATRIX TYPE: BILL PAY  ID: 9009316102 CO: BILLMATRIX","5.00","debit","Auto Payment","ECHECKING 7688","",""
"3/02/2012","Shell","Withdrawal POS #000000781950 STRWithdrawal POS #000000781950 STR SHELL Service Station OCEANSIDE CA","74.23","debit","Gas & Fuel","ECHECKING 7688","",""
"3/02/2012","Chevron","Withdrawal Debit Card CHEVRON 02Withdrawal Debit Card CHEVRON 0205615 OCEANSIDE CA Date 02/29/12 0      2060151596     1 5542","47.43","debit","Gas & Fuel","ECHECKING 7688","",""
"3/02/2012","San Diego Gas And Electric","Withdrawal SD GAS ELEC TYPE: PAIWithdrawal SD GAS ELEC TYPE: PAID SDGE  ID: 5951184800 CO: SD GAS ELEC","196.02","debit","Utilities","ECHECKING 7688","",""
"3/02/2012","Target","Withdrawal POS #000000000283 STRWithdrawal POS #000000000283 STR TARGET T0303 OCEAN Oceanside CA","61.08","debit","Home Supplies","ECHECKING 7688","",""
"3/02/2012","Withdrawal Carepaymenwithdrawal Carepayment","Withdrawal Debit Card CAREPAYMENWithdrawal Debit Card CAREPAYMENT LLC 05034193500 OR Date 03/01/12 0      2061086857     1 8099","60.00","debit","Credit Card Payment","ECHECKING 7688","",""
"3/02/2012","Goodwill Industries","Withdrawal POS #000069092206 STRWithdrawal POS #000069092206 STR GOODWILL INDUSTRIES 18 3935 MISSION AVE S OCEANSIDE CA","46.97","debit","Shopping","ECHECKING 7688","",""
"3/02/2012","Nissan","Withdrawal NISSAN MOTOR ACC TYPEWithdrawal NISSAN MOTOR ACC TYPE: BILL PAY  ID: 9536803862 CO: NISSAN MOTOR ACC","519.00","debit","Auto Payment","ECHECKING 7688","",""
"3/02/2012","Withdrawal Discover Type","Withdrawal DISCOVER TYPE: E-PAYMWithdrawal DISCOVER TYPE: E-PAYMENT  ID: 2510020270 CO: DISCOVER","200.00","debit","Credit Card Payment","ECHECKING 7688","",""
"3/02/2012","Wal-Mart","Withdrawal POS #000009428431 STRWithdrawal POS #000009428431 STR Wal-Mart Super Center 2494 WAL-SAMS OCEANSIDE CA","45.42","debit","Home Supplies","ECHECKING 7688","",""
"3/02/2012","Withdrawal Cox Enterprises","Withdrawal COX ENTERPRISES TYPE:Withdrawal COX ENTERPRISES TYPE: BROADBAND  ID: 0000178541 CO: COX ENTERPRISES","48.99","debit","Internet","ECHECKING 7688","",""
"3/01/2012","Kaiser Permanente","Withdrawal Debit Card KAISER 080Withdrawal Debit Card KAISER 080920408092041 OCEANSIDE CA Date 02/28/12 0      2059951229     0 8099","20.00","debit","Health Insurance","ECHECKING 7688","",""
"3/01/2012","Mercury","Withdrawal MERCURY CASUALTY TYPEWithdrawal MERCURY CASUALTY TYPE: PAYMENT  ID: 1952577343 CO: MERCURY CASUALTY","104.00","debit","Auto Insurance","ECHECKING 7688","",""
"2/29/2012","Deposit Vmix Media","Deposit VMIX MEDIA INC TYPE: PAYDeposit VMIX MEDIA INC TYPE: PAYROLL  ID: 9006906566 CO: VMIX MEDIA INC","5159.95","credit","Paycheck","ECHECKING 7688","",""
"2/29/2012","Wal-Mart","Withdrawal POS #000027300802 STRWithdrawal POS #000027300802 STR Wal-Mart Super Center 2494 WAL-SAMS OCEANSIDE CA","146.23","debit","Home Supplies","ECHECKING 7688","",""
"2/28/2012","El Pollo Loco","Withdrawal Debit Card EL POLLO LWithdrawal Debit Card EL POLLO LOCO 3336 OCEANSIDE CA Date 02/26/12 0      2057520014     1 5814","11.49","debit","Fast Food","ECHECKING 7688","",""
"2/27/2012","Withdrawal Submarinawithdrawal Submarina","Withdrawal Debit Card SUBMARINAWithdrawal Debit Card SUBMARINA - WEST OCEAN OCEANSIDE CA Date 02/24/12 0      2055909732     0 5814","18.12","debit","Food & Dining","ECHECKING 7688","",""
"2/27/2012","Withdrawal Submarinawithdrawal Submarina","Withdrawal Debit Card SUBMARINAWithdrawal Debit Card SUBMARINA - WEST OCEAN OCEANSIDE CA Date 02/25/12 0      2056614531     1 5814","3.99","debit","Food & Dining","ECHECKING 7688","",""
"2/27/2012","McDonald's","Withdrawal Debit Card MCDONALD'SWithdrawal Debit Card MCDONALD'S F19746 OCEANSIDE CA Date 02/24/12 0      2055639573     4 5814","7.85","debit","Fast Food","ECHECKING 7688","",""
"2/27/2012","Trader Joe's","Withdrawal Debit Card TRADER JOEWithdrawal Debit Card TRADER JOE'S #022 QPS OCEANSIDE CA Date 02/26/12 0      2057790715     0 5411","6.48","debit","Groceries","ECHECKING 7688","",""
"2/27/2012","Children's Place","Withdrawal Debit Card THE CHILDRWithdrawal Debit Card THE CHILDRENS PLACE #1 CARLSBAD CA Date 02/24/12 0      2055647637     4 5641","27.96","debit","Kids","ECHECKING 7688","",""
"2/27/2012","Withdrawal Los Tacoswithdrawal","Withdrawal Debit Card LOS TACOSWithdrawal Debit Card LOS TACOS OCEANSIDE CA Date 02/25/12 0      2056648326     4 5812","11.85","debit","Restaurants","ECHECKING 7688","",""
"2/26/2012","Stater Brothers","Withdrawal POS #000000008056 STRWithdrawal POS #000000008056 STR STATERBROS151 2170 VISTA WAY OCEANSIDE CA","284.18","debit","Groceries","ECHECKING 7688","",""
"2/26/2012","El Pollo Loco","Withdrawal Debit Card EL POLLO LWithdrawal Debit Card EL POLLO LOCO 349 SAN DIEGO CA Date 02/24/12 0      2055164954     1 5812","6.44","debit","Fast Food","ECHECKING 7688","",""
"2/26/2012","Payless ShoeSource","Withdrawal Adjustment Credit VouWithdrawal Adjustment Credit Voucher PAYLESSSHOESOU00025874 CARLSBAD CA Date 02/24/12 0      2055155736     1 5661","37.69","credit","Clothing","ECHECKING 7688","",""
"2/24/2012","Payless ShoeSource","Withdrawal POS #000013005819 PAYWithdrawal POS #000013005819 PAYLESS SHOESO 2525 EL CAMINO REA CARLSBAD CA","37.69","debit","Clothing","ECHECKING 7688","",""
"2/24/2012","Gap","Withdrawal POS #000000006528 GAPWithdrawal POS #000000006528 GAP USA 2525 EL CAMINO REA CARLSBAD CA","32.27","debit","Clothing","ECHECKING 7688","",""
"2/24/2012","Target","Withdrawal POS #000000001088 STRWithdrawal POS #000000001088 STR TARGET T0303 OCEAN Oceanside CA","108.07","debit","Home Supplies","ECHECKING 7688","",""
"2/24/2012","Menchie's Frozen Yogurt","Withdrawal Debit Card MENCHIE SWithdrawal Debit Card MENCHIE S FROZEN YOGUR CARLSBAD CA Date 02/22/12 0      2053551656     1 5814","6.67","debit","Food & Dining","ECHECKING 7688","",""
